District,Price
OAKLAND UNIFIED,125000.0
OAKLAND UNIFIED,170000.0
OAKLAND UNIFIED,193100.0
ACALANES UNION HIGH,257800.0
ACALANES UNION HIGH,273400.0
ACALANES UNION HIGH,237500.0
ACALANES UNION HIGH,350000.0
OAKLAND UNIFIED,335700.0
ACALANES UNION HIGH,313400.0
ACALANES UNION HIGH,268500.0
ACALANES UNION HIGH,259400.0
ACALANES UNION HIGH,275700.0
ACALANES UNION HIGH,225000.0
ACALANES UNION HIGH,262500.0
ACALANES UNION HIGH,218500.0
ACALANES UNION HIGH,255000.0
ACALANES UNION HIGH,224100.0
ACALANES UNION HIGH,243100.0
ACALANES UNION HIGH,231600.0
ACALANES UNION HIGH,218500.0
ACALANES UNION HIGH,234100.0
ACALANES UNION HIGH,327600.0
ACALANES UNION HIGH,347600.0
ACALANES UNION HIGH,366100.0
ACALANES UNION HIGH,335000.0
ACALANES UNION HIGH,373600.0
ACALANES UNION HIGH,389500.0
ACALANES UNION HIGH,391100.0
ACALANES UNION HIGH,337300.0
ACALANES UNION HIGH,295200.0
ACALANES UNION HIGH,292300.0
ACALANES UNION HIGH,411500.0
ACALANES UNION HIGH,311500.0
ACALANES UNION HIGH,325900.0
ACALANES UNION HIGH,392600.0
ACALANES UNION HIGH,319300.0
ACALANES UNION HIGH,333300.0
ACALANES UNION HIGH,335200.0
ACALANES UNION HIGH,351200.0
ACALANES UNION HIGH,368900.0
ACALANES UNION HIGH,365900.0
ACALANES UNION HIGH,366700.0
ACALANES UNION HIGH,362800.0
ACALANES UNION HIGH,483300.0
ACALANES UNION HIGH,331400.0
ACALANES UNION HIGH,323500.0
ACALANES UNION HIGH,216700.0
ACALANES UNION HIGH,233100.0
ACALANES UNION HIGH,296400.0
ACALANES UNION HIGH,273700.0
ACALANES UNION HIGH,227700.0
ACALANES UNION HIGH,199600.0
ACALANES UNION HIGH,239800.0
ACALANES UNION HIGH,270100.0
ACALANES UNION HIGH,302100.0
ACALANES UNION HIGH,269500.0
ACALANES UNION HIGH,314700.0
ACALANES UNION HIGH,390100.0
ACALANES UNION HIGH,410300.0
ACALANES UNION HIGH,352400.0
ACALANES UNION HIGH,287300.0
ACALANES UNION HIGH,348700.0
ACALANES UNION HIGH,243800.0
ACALANES UNION HIGH,211500.0
ACALANES UNION HIGH,218400.0
ACALANES UNION HIGH,269900.0
ACALANES UNION HIGH,218800.0
ACALANES UNION HIGH,225000.0
ACALANES UNION HIGH,250000.0
ACALANES UNION HIGH,171400.0
ACALANES UNION HIGH,193800.0
ALAMEDA CITY UNIFIED,125000.0
ALAMEDA CITY UNIFIED,97500.0
ALAMEDA CITY UNIFIED,125000.0
ALAMEDA CITY UNIFIED,138800.0
ACALANES UNION HIGH,116700.0
ACALANES UNION HIGH,151800.0
ACALANES UNION HIGH,127000.0
ACALANES UNION HIGH,128600.0
ACALANES UNION HIGH,140600.0
ACALANES UNION HIGH,182700.0
ACALANES UNION HIGH,146900.0
ACALANES UNION HIGH,122800.0
ACALANES UNION HIGH,169300.0
ACALANES UNION HIGH,126600.0
ACALANES UNION HIGH,127900.0
ACALANES UNION HIGH,123500.0
ACALANES UNION HIGH,111900.0
ALAMEDA CITY UNIFIED,112800.0
ALAMEDA CITY UNIFIED,107900.0
ALAMEDA CITY UNIFIED,137500.0
ALAMEDA CITY UNIFIED,105500.0
ALAMEDA CITY UNIFIED,95500.0
ALAMEDA CITY UNIFIED,116100.0
ALAMEDA CITY UNIFIED,112200.0
ALAMEDA CITY UNIFIED,75000.0
ALAMEDA CITY UNIFIED,112500.0
ALAMEDA CITY UNIFIED,125000.0
ALAMEDA CITY UNIFIED,115000.0
OAKLAND UNIFIED,95000.0
OAKLAND UNIFIED,96400.0
ALAMEDA CITY UNIFIED,72000.0
ALAMEDA CITY UNIFIED,71300.0
ALAMEDA CITY UNIFIED,80800.0
OAKLAND UNIFIED,128800.0
ALAMEDA CITY UNIFIED,112500.0
ALAMEDA CITY UNIFIED,119400.0
ALAMEDA CITY UNIFIED,118100.0
ALAMEDA CITY UNIFIED,122500.0
ALAMEDA CITY UNIFIED,106300.0
OAKLAND UNIFIED,132500.0
ALAMEDA CITY UNIFIED,122700.0
ALAMEDA CITY UNIFIED,113300.0
OAKLAND UNIFIED,109500.0
OAKLAND UNIFIED,164700.0
OAKLAND UNIFIED,125000.0
OAKLAND UNIFIED,124700.0
OAKLAND UNIFIED,136700.0
OAKLAND UNIFIED,141700.0
OAKLAND UNIFIED,150000.0
OAKLAND UNIFIED,138800.0
OAKLAND UNIFIED,139200.0
OAKLAND UNIFIED,143800.0
ACALANES UNION HIGH,156500.0
ACALANES UNION HIGH,151000.0
ACALANES UNION HIGH,273000.0
ACALANES UNION HIGH,217100.0
ACALANES UNION HIGH,187100.0
ACALANES UNION HIGH,239600.0
ACALANES UNION HIGH,229700.0
ACALANES UNION HIGH,257300.0
ACALANES UNION HIGH,246900.0
OAKLAND UNIFIED,179900.0
OAKLAND UNIFIED,169600.0
ACALANES UNION HIGH,203300.0
ACALANES UNION HIGH,263400.0
OAKLAND UNIFIED,231800.0
OAKLAND UNIFIED,140500.0
OAKLAND UNIFIED,126000.0
OAKLAND UNIFIED,122000.0
OAKLAND UNIFIED,134700.0
OAKLAND UNIFIED,139400.0
OAKLAND UNIFIED,115400.0
OAKLAND UNIFIED,137300.0
OAKLAND UNIFIED,137000.0
OAKLAND UNIFIED,142600.0
OAKLAND UNIFIED,137500.0
OAKLAND UNIFIED,111700.0
OAKLAND UNIFIED,126800.0
OAKLAND UNIFIED,111300.0
OAKLAND UNIFIED,114800.0
OAKLAND UNIFIED,102300.0
OAKLAND UNIFIED,131900.0
OAKLAND UNIFIED,119100.0
OAKLAND UNIFIED,80600.0
OAKLAND UNIFIED,80600.0
OAKLAND UNIFIED,88800.0
OAKLAND UNIFIED,102400.0
OAKLAND UNIFIED,98700.0
OAKLAND UNIFIED,100000.0
OAKLAND UNIFIED,92300.0
OAKLAND UNIFIED,94800.0
OAKLAND UNIFIED,102000.0
OAKLAND UNIFIED,158400.0
OAKLAND UNIFIED,121600.0
OAKLAND UNIFIED,129100.0
OAKLAND UNIFIED,121400.0
OAKLAND UNIFIED,102800.0
OAKLAND UNIFIED,160000.0
OAKLAND UNIFIED,143900.0
OAKLAND UNIFIED,151200.0
OAKLAND UNIFIED,164400.0
OAKLAND UNIFIED,156500.0
OAKLAND UNIFIED,225000.0
OAKLAND UNIFIED,174200.0
OAKLAND UNIFIED,166900.0
OAKLAND UNIFIED,163500.0
OAKLAND UNIFIED,253000.0
OAKLAND UNIFIED,240700.0
OAKLAND UNIFIED,208100.0
OAKLAND UNIFIED,198100.0
OAKLAND UNIFIED,172800.0
ACALANES UNION HIGH,336700.0
ACALANES UNION HIGH,318200.0
ACALANES UNION HIGH,285800.0
CASTRO VALLEY UNIFIED,293000.0
CASTRO VALLEY UNIFIED,371000.0
CASTRO VALLEY UNIFIED,157300.0
CASTRO VALLEY UNIFIED,135300.0
OAKLAND UNIFIED,136700.0
OAKLAND UNIFIED,160700.0
CASTRO VALLEY UNIFIED,140600.0
CASTRO VALLEY UNIFIED,144000.0
CASTRO VALLEY UNIFIED,161900.0
CASTRO VALLEY UNIFIED,156300.0
CASTRO VALLEY UNIFIED,176000.0
CASTRO VALLEY UNIFIED,145800.0
CASTRO VALLEY UNIFIED,141900.0
CASTRO VALLEY UNIFIED,90700.0
CASTRO VALLEY UNIFIED,90600.0
CASTRO VALLEY UNIFIED,107900.0
OAKLAND UNIFIED,107000.0
CASTRO VALLEY UNIFIED,98200.0
OAKLAND UNIFIED,89500.0
OAKLAND UNIFIED,93800.0
OAKLAND UNIFIED,96700.0
OAKLAND UNIFIED,97500.0
OAKLAND UNIFIED,97300.0
OAKLAND UNIFIED,91200.0
OAKLAND UNIFIED,91400.0
OAKLAND UNIFIED,96200.0
OAKLAND UNIFIED,120100.0
OAKLAND UNIFIED,100000.0
OAKLAND UNIFIED,94700.0
OAKLAND UNIFIED,85700.0
OAKLAND UNIFIED,89300.0
OAKLAND UNIFIED,101400.0
OAKLAND UNIFIED,72500.0
OAKLAND UNIFIED,74100.0
OAKLAND UNIFIED,70000.0
OAKLAND UNIFIED,84600.0
OAKLAND UNIFIED,81800.0
OAKLAND UNIFIED,81400.0
OAKLAND UNIFIED,81800.0
OAKLAND UNIFIED,85800.0
OAKLAND UNIFIED,87100.0
OAKLAND UNIFIED,83500.0
OAKLAND UNIFIED,79700.0
OAKLAND UNIFIED,83400.0
OAKLAND UNIFIED,84700.0
OAKLAND UNIFIED,80000.0
OAKLAND UNIFIED,76400.0
OAKLAND UNIFIED,79700.0
OAKLAND UNIFIED,82400.0
CASTRO VALLEY UNIFIED,97700.0
CASTRO VALLEY UNIFIED,97200.0
CASTRO VALLEY UNIFIED,101600.0
CASTRO VALLEY UNIFIED,86500.0
OAKLAND UNIFIED,90500.0
CASTRO VALLEY UNIFIED,107600.0
CASTRO VALLEY UNIFIED,84200.0
OAKLAND UNIFIED,88900.0
OAKLAND UNIFIED,80700.0
OAKLAND UNIFIED,87100.0
CASTRO VALLEY UNIFIED,85100.0
OAKLAND UNIFIED,82000.0
OAKLAND UNIFIED,82800.0
OAKLAND UNIFIED,84600.0
OAKLAND UNIFIED,82100.0
CASTRO VALLEY UNIFIED,89300.0
CASTRO VALLEY UNIFIED,98300.0
CASTRO VALLEY UNIFIED,92300.0
CASTRO VALLEY UNIFIED,88800.0
CASTRO VALLEY UNIFIED,90000.0
CASTRO VALLEY UNIFIED,95500.0
CASTRO VALLEY UNIFIED,91700.0
CASTRO VALLEY UNIFIED,100400.0
CASTRO VALLEY UNIFIED,94800.0
CASTRO VALLEY UNIFIED,164300.0
CASTRO VALLEY UNIFIED,155500.0
CASTRO VALLEY UNIFIED,196900.0
CASTRO VALLEY UNIFIED,279100.0
CASTRO VALLEY UNIFIED,252800.0
CASTRO VALLEY UNIFIED,275400.0
CASTRO VALLEY UNIFIED,250000.0
CASTRO VALLEY UNIFIED,329800.0
CASTRO VALLEY UNIFIED,195500.0
CASTRO VALLEY UNIFIED,255900.0
CASTRO VALLEY UNIFIED,311100.0
CASTRO VALLEY UNIFIED,330000.0
CASTRO VALLEY UNIFIED,248900.0
CASTRO VALLEY UNIFIED,142900.0
CASTRO VALLEY UNIFIED,126300.0
CASTRO VALLEY UNIFIED,135800.0
CASTRO VALLEY UNIFIED,130600.0
CASTRO VALLEY UNIFIED,107900.0
CASTRO VALLEY UNIFIED,111100.0
CASTRO VALLEY UNIFIED,122000.0
CASTRO VALLEY UNIFIED,118000.0
CASTRO VALLEY UNIFIED,95200.0
CASTRO VALLEY UNIFIED,94300.0
CASTRO VALLEY UNIFIED,92500.0
CASTRO VALLEY UNIFIED,91800.0
CASTRO VALLEY UNIFIED,109400.0
CASTRO VALLEY UNIFIED,129500.0
CASTRO VALLEY UNIFIED,143400.0
CASTRO VALLEY UNIFIED,98200.0
CASTRO VALLEY UNIFIED,103100.0
BERKELEY UNIFIED,276800.0
BERKELEY UNIFIED,270900.0
ALBANY CITY UNIFIED,246200.0
BERKELEY UNIFIED,224200.0
ALBANY CITY UNIFIED,229100.0
ALBANY CITY UNIFIED,211600.0
BERKELEY UNIFIED,256100.0
ALBANY CITY UNIFIED,206300.0
ALBANY CITY UNIFIED,221300.0
ALBANY CITY UNIFIED,207400.0
ALBANY CITY UNIFIED,350000.0
ALBANY CITY UNIFIED,218200.0
ALBANY CITY UNIFIED,216700.0
ALBANY CITY UNIFIED,270600.0
ALBANY CITY UNIFIED,261400.0
BERKELEY UNIFIED,261300.0
ALBANY CITY UNIFIED,232200.0
BERKELEY UNIFIED,375400.0
BERKELEY UNIFIED,357300.0
BERKELEY UNIFIED,374400.0
BERKELEY UNIFIED,358800.0
BERKELEY UNIFIED,417500.0
BERKELEY UNIFIED,430500.0
BERKELEY UNIFIED,362900.0
BERKELEY UNIFIED,397000.0
BERKELEY UNIFIED,346800.0
BERKELEY UNIFIED,327100.0
BERKELEY UNIFIED,290100.0
BERKELEY UNIFIED,292000.0
BERKELEY UNIFIED,270900.0
BERKELEY UNIFIED,371100.0
BERKELEY UNIFIED,335600.0
BERKELEY UNIFIED,371300.0
ACALANES UNION HIGH,344000.0
BERKELEY UNIFIED,342200.0
BERKELEY UNIFIED,370900.0
ACALANES UNION HIGH,350000.0
ACALANES UNION HIGH,368600.0
BERKELEY UNIFIED,391800.0
BERKELEY UNIFIED,415300.0
BERKELEY UNIFIED,284900.0
BERKELEY UNIFIED,287500.0
BERKELEY UNIFIED,272900.0
BERKELEY UNIFIED,259600.0
BERKELEY UNIFIED,254500.0
BERKELEY UNIFIED,235600.0
ALBANY CITY UNIFIED,218400.0
ALBANY CITY UNIFIED,229200.0
ALBANY CITY UNIFIED,192100.0
ALBANY CITY UNIFIED,179300.0
ALBANY CITY UNIFIED,187500.0
ALBANY CITY UNIFIED,138800.0
ALBANY CITY UNIFIED,150000.0
BERKELEY UNIFIED,140600.0
BERKELEY UNIFIED,120000.0
ALBANY CITY UNIFIED,144800.0
ALBANY CITY UNIFIED,144800.0
BERKELEY UNIFIED,245500.0
BERKELEY UNIFIED,200000.0
BERKELEY UNIFIED,173700.0
ALBANY CITY UNIFIED,185600.0
ALBANY CITY UNIFIED,182600.0
BERKELEY UNIFIED,227900.0
BERKELEY UNIFIED,220700.0
BERKELEY UNIFIED,212000.0
BERKELEY UNIFIED,271400.0
BERKELEY UNIFIED,268800.0
BERKELEY UNIFIED,277800.0
BERKELEY UNIFIED,332500.0
BERKELEY UNIFIED,338900.0
BERKELEY UNIFIED,287500.0
ACALANES UNION HIGH,384600.0
ACALANES UNION HIGH,371400.0
ACALANES UNION HIGH,350000.0
ACALANES UNION HIGH,500001.0
BERKELEY UNIFIED,175000.0
BERKELEY UNIFIED,241700.0
BERKELEY UNIFIED,216700.0
BERKELEY UNIFIED,211300.0
BERKELEY UNIFIED,210200.0
BERKELEY UNIFIED,196400.0
BERKELEY UNIFIED,191700.0
BERKELEY UNIFIED,182300.0
ALBANY CITY UNIFIED,175000.0
ALBANY CITY UNIFIED,165900.0
BERKELEY UNIFIED,156900.0
BERKELEY UNIFIED,164300.0
ALBANY CITY UNIFIED,150000.0
BERKELEY UNIFIED,150500.0
BERKELEY UNIFIED,169900.0
BERKELEY UNIFIED,147400.0
BERKELEY UNIFIED,152700.0
BERKELEY UNIFIED,182700.0
BERKELEY UNIFIED,179300.0
BERKELEY UNIFIED,157700.0
BERKELEY UNIFIED,153100.0
BERKELEY UNIFIED,250000.0
BERKELEY UNIFIED,206300.0
BERKELEY UNIFIED,218800.0
BERKELEY UNIFIED,198200.0
BERKELEY UNIFIED,253600.0
BERKELEY UNIFIED,257400.0
BERKELEY UNIFIED,289500.0
BERKELEY UNIFIED,241700.0
ACALANES UNION HIGH,489600.0
ACALANES UNION HIGH,446200.0
ACALANES UNION HIGH,456300.0
ACALANES UNION HIGH,336800.0
ACALANES UNION HIGH,500001.0
ACALANES UNION HIGH,500001.0
ACALANES UNION HIGH,376900.0
BERKELEY UNIFIED,309600.0
BERKELEY UNIFIED,182300.0
BERKELEY UNIFIED,172700.0
BERKELEY UNIFIED,150800.0
BERKELEY UNIFIED,153600.0
BERKELEY UNIFIED,106300.0
BERKELEY UNIFIED,142300.0
BERKELEY UNIFIED,119400.0
BERKELEY UNIFIED,147900.0
BERKELEY UNIFIED,132900.0
BERKELEY UNIFIED,132500.0
EMERY UNIFIED,126900.0
BERKELEY UNIFIED,143800.0
ACALANES UNION HIGH,500001.0
ACALANES UNION HIGH,500001.0
ACALANES UNION HIGH,500001.0
ACALANES UNION HIGH,500001.0
ACALANES UNION HIGH,466100.0
ACALANES UNION HIGH,500001.0
ACALANES UNION HIGH,457800.0
ACALANES UNION HIGH,471600.0
ACALANES UNION HIGH,500001.0
ACALANES UNION HIGH,398600.0
ACALANES UNION HIGH,340700.0
ALAMEDA CITY UNIFIED,289900.0
ALAMEDA CITY UNIFIED,335300.0
ALAMEDA CITY UNIFIED,333000.0
ALAMEDA CITY UNIFIED,241000.0
ALAMEDA CITY UNIFIED,189600.0
ALAMEDA CITY UNIFIED,206300.0
ALAMEDA CITY UNIFIED,215700.0
ALAMEDA CITY UNIFIED,210200.0
ALAMEDA CITY UNIFIED,208800.0
ALAMEDA CITY UNIFIED,197900.0
ALAMEDA CITY UNIFIED,201300.0
ALAMEDA CITY UNIFIED,190800.0
ALAMEDA CITY UNIFIED,207900.0
ALAMEDA CITY UNIFIED,215300.0
ALAMEDA CITY UNIFIED,212900.0
ALAMEDA CITY UNIFIED,292700.0
ALAMEDA CITY UNIFIED,275000.0
ALAMEDA CITY UNIFIED,200000.0
ALAMEDA CITY UNIFIED,173400.0
ALAMEDA CITY UNIFIED,102200.0
ALAMEDA CITY UNIFIED,220800.0
ALAMEDA CITY UNIFIED,242800.0
ALAMEDA CITY UNIFIED,265400.0
ALAMEDA CITY UNIFIED,219000.0
ALAMEDA CITY UNIFIED,282100.0
ALAMEDA CITY UNIFIED,372000.0
ALAMEDA CITY UNIFIED,225800.0
ALAMEDA CITY UNIFIED,220800.0
ALAMEDA CITY UNIFIED,234500.0
ALAMEDA CITY UNIFIED,254200.0
ALAMEDA CITY UNIFIED,351800.0
ALAMEDA CITY UNIFIED,275000.0
ALAMEDA CITY UNIFIED,405400.0
ALAMEDA CITY UNIFIED,228100.0
ALAMEDA CITY UNIFIED,234000.0
ALAMEDA CITY UNIFIED,162500.0
ALAMEDA CITY UNIFIED,243400.0
ALAMEDA CITY UNIFIED,273800.0
ALAMEDA CITY UNIFIED,248500.0
ALAMEDA CITY UNIFIED,244000.0
ALAMEDA CITY UNIFIED,240900.0
ALAMEDA CITY UNIFIED,306300.0
ALAMEDA CITY UNIFIED,240000.0
ALAMEDA CITY UNIFIED,247100.0
ALAMEDA CITY UNIFIED,286600.0
ALAMEDA CITY UNIFIED,266700.0
ALAMEDA CITY UNIFIED,229800.0
ALAMEDA CITY UNIFIED,229300.0
ALAMEDA CITY UNIFIED,228400.0
ALAMEDA CITY UNIFIED,206200.0
ALAMEDA CITY UNIFIED,350700.0
ALAMEDA CITY UNIFIED,231000.0
ALAMEDA CITY UNIFIED,252900.0
ALAMEDA CITY UNIFIED,353900.0
ALAMEDA CITY UNIFIED,291700.0
ALAMEDA CITY UNIFIED,100000.0
CASTRO VALLEY UNIFIED,341600.0
CASTRO VALLEY UNIFIED,412500.0
CASTRO VALLEY UNIFIED,248600.0
CASTRO VALLEY UNIFIED,254900.0
CASTRO VALLEY UNIFIED,241500.0
CASTRO VALLEY UNIFIED,295200.0
CASTRO VALLEY UNIFIED,340400.0
CASTRO VALLEY UNIFIED,274700.0
CASTRO VALLEY UNIFIED,238600.0
CASTRO VALLEY UNIFIED,266400.0
CASTRO VALLEY UNIFIED,330200.0
CASTRO VALLEY UNIFIED,206800.0
CASTRO VALLEY UNIFIED,209200.0
CASTRO VALLEY UNIFIED,195800.0
CASTRO VALLEY UNIFIED,253500.0
CASTRO VALLEY UNIFIED,241800.0
CASTRO VALLEY UNIFIED,252500.0
CASTRO VALLEY UNIFIED,263900.0
CASTRO VALLEY UNIFIED,227000.0
CASTRO VALLEY UNIFIED,220900.0
CASTRO VALLEY UNIFIED,259300.0
CASTRO VALLEY UNIFIED,232500.0
CASTRO VALLEY UNIFIED,231600.0
CASTRO VALLEY UNIFIED,209400.0
CASTRO VALLEY UNIFIED,223200.0
CASTRO VALLEY UNIFIED,209900.0
CASTRO VALLEY UNIFIED,208200.0
CASTRO VALLEY UNIFIED,203800.0
CASTRO VALLEY UNIFIED,195700.0
CASTRO VALLEY UNIFIED,190500.0
CASTRO VALLEY UNIFIED,181000.0
CASTRO VALLEY UNIFIED,184900.0
CASTRO VALLEY UNIFIED,190800.0
CASTRO VALLEY UNIFIED,242200.0
CASTRO VALLEY UNIFIED,188300.0
CASTRO VALLEY UNIFIED,183500.0
CASTRO VALLEY UNIFIED,204200.0
CASTRO VALLEY UNIFIED,251900.0
CASTRO VALLEY UNIFIED,187500.0
CASTRO VALLEY UNIFIED,198200.0
CASTRO VALLEY UNIFIED,219000.0
CASTRO VALLEY UNIFIED,275000.0
CASTRO VALLEY UNIFIED,245400.0
CASTRO VALLEY UNIFIED,177500.0
CASTRO VALLEY UNIFIED,171600.0
CASTRO VALLEY UNIFIED,183300.0
CASTRO VALLEY UNIFIED,175000.0
OAKLAND UNIFIED,156700.0
OAKLAND UNIFIED,157500.0
CASTRO VALLEY UNIFIED,179800.0
OAKLAND UNIFIED,205500.0
OAKLAND UNIFIED,178900.0
OAKLAND UNIFIED,262500.0
CASTRO VALLEY UNIFIED,165000.0
CASTRO VALLEY UNIFIED,159700.0
CASTRO VALLEY UNIFIED,158300.0
CASTRO VALLEY UNIFIED,144800.0
CASTRO VALLEY UNIFIED,166300.0
CASTRO VALLEY UNIFIED,191000.0
CASTRO VALLEY UNIFIED,175000.0
CASTRO VALLEY UNIFIED,137500.0
CASTRO VALLEY UNIFIED,141700.0
CASTRO VALLEY UNIFIED,210900.0
CASTRO VALLEY UNIFIED,198300.0
CASTRO VALLEY UNIFIED,157400.0
CASTRO VALLEY UNIFIED,264700.0
CASTRO VALLEY UNIFIED,218400.0
CASTRO VALLEY UNIFIED,235100.0
CASTRO VALLEY UNIFIED,341800.0
CASTRO VALLEY UNIFIED,367300.0
CASTRO VALLEY UNIFIED,243500.0
CASTRO VALLEY UNIFIED,167900.0
CASTRO VALLEY UNIFIED,371200.0
CASTRO VALLEY UNIFIED,218900.0
CASTRO VALLEY UNIFIED,202700.0
CASTRO VALLEY UNIFIED,186200.0
CASTRO VALLEY UNIFIED,188900.0
CASTRO VALLEY UNIFIED,180000.0
CASTRO VALLEY UNIFIED,202700.0
CASTRO VALLEY UNIFIED,181700.0
CASTRO VALLEY UNIFIED,166800.0
CASTRO VALLEY UNIFIED,183700.0
CASTRO VALLEY UNIFIED,218000.0
CASTRO VALLEY UNIFIED,191500.0
CASTRO VALLEY UNIFIED,194700.0
CASTRO VALLEY UNIFIED,187200.0
CASTRO VALLEY UNIFIED,223100.0
CASTRO VALLEY UNIFIED,271300.0
CASTRO VALLEY UNIFIED,194100.0
CASTRO VALLEY UNIFIED,190400.0
CASTRO VALLEY UNIFIED,189100.0
CASTRO VALLEY UNIFIED,184600.0
CASTRO VALLEY UNIFIED,197300.0
CASTRO VALLEY UNIFIED,192600.0
CASTRO VALLEY UNIFIED,192200.0
CASTRO VALLEY UNIFIED,194600.0
CASTRO VALLEY UNIFIED,193500.0
CASTRO VALLEY UNIFIED,202600.0
CASTRO VALLEY UNIFIED,83300.0
CASTRO VALLEY UNIFIED,212600.0
HAYWARD UNIFIED,187800.0
CASTRO VALLEY UNIFIED,205700.0
CASTRO VALLEY UNIFIED,192900.0
CASTRO VALLEY UNIFIED,205200.0
CASTRO VALLEY UNIFIED,213400.0
CASTRO VALLEY UNIFIED,183600.0
CASTRO VALLEY UNIFIED,178400.0
CASTRO VALLEY UNIFIED,219200.0
CASTRO VALLEY UNIFIED,183100.0
CASTRO VALLEY UNIFIED,157100.0
CASTRO VALLEY UNIFIED,157800.0
CASTRO VALLEY UNIFIED,161700.0
CASTRO VALLEY UNIFIED,152100.0
CASTRO VALLEY UNIFIED,144900.0
CASTRO VALLEY UNIFIED,179900.0
CASTRO VALLEY UNIFIED,179100.0
CASTRO VALLEY UNIFIED,159900.0
CASTRO VALLEY UNIFIED,161400.0
CASTRO VALLEY UNIFIED,170400.0
CASTRO VALLEY UNIFIED,137500.0
CASTRO VALLEY UNIFIED,178400.0
CASTRO VALLEY UNIFIED,155200.0
CASTRO VALLEY UNIFIED,160900.0
CASTRO VALLEY UNIFIED,167300.0
CASTRO VALLEY UNIFIED,340000.0
PLEASANTON UNIFIED,431000.0
CASTRO VALLEY UNIFIED,301100.0
CASTRO VALLEY UNIFIED,241900.0
CASTRO VALLEY UNIFIED,162500.0
CASTRO VALLEY UNIFIED,299200.0
CASTRO VALLEY UNIFIED,315500.0
CASTRO VALLEY UNIFIED,216800.0
CASTRO VALLEY UNIFIED,218100.0
CASTRO VALLEY UNIFIED,170300.0
CASTRO VALLEY UNIFIED,275000.0
CASTRO VALLEY UNIFIED,184100.0
